0,-0.18
0.004,-0.175
0.008,-0.175
0.012,-0.17
0.016,-0.17
0.02,-0.17
0.024,-0.18
0.028,-0.2
0.032,-0.175
0.036,-0.165
0.04,-0.205
0.044,-0.19
0.048,-0.22
0.052,-0.21
0.056,-0.22
0.06,-0.24
0.064,-0.255
0.068,-0.275
0.072,-0.265
0.076,-0.27
0.08,-0.26
0.084,-0.28
0.088,-0.265
0.092,-0.28
0.096,-0.265
0.1,-0.27
0.104,-0.275
0.108,-0.295
0.112,-0.275
0.116,-0.275
0.12,-0.275
0.124,-0.24
0.128,-0.285
0.132,-0.245
0.136,-0.225
0.14,-0.235
0.144,-0.24
0.148,-0.21
0.152,-0.22
0.156,-0.18
0.16,-0.175
0.164,-0.16
0.168,-0.2
0.172,-0.2
0.176,-0.19
0.18,-0.2
0.184,-0.2
0.188,-0.22
0.192,-0.22
0.196,-0.23
0.2,-0.26
0.204,-0.26
0.208,-0.255
0.212,-0.29
0.216,-0.265
0.22,-0.24
0.224,-0.235
0.228,-0.25
0.232,-0.27
0.236,-0.275
0.24,-0.25
0.244,-0.265
0.248,-0.25
0.252,-0.27
0.256,-0.25
0.26,-0.23
0.264,-0.27
0.268,-0.265
0.272,-0.26
0.276,-0.26
0.28,-0.25
0.284,-0.27
0.288,-0.26
0.292,-0.26
0.296,-0.27
0.3,-0.275
0.304,-0.27
0.308,-0.255
0.312,-0.28
0.316,-0.345
0.32,-0.475
0.324,-0.655
0.328,-0.855
0.332,-1.07
0.336,-1.22
0.34,-1.25
0.344,-1.15
0.348,-1.02
0.352,-0.86
0.356,-0.68
0.36,-0.485
0.364,-0.39
0.368,-0.295
0.372,-0.245
0.376,-0.21
0.38,-0.175
0.384,-0.165
0.388,-0.15
0.392,-0.16
0.396,-0.145
0.4,-0.16
0.404,-0.145
0.408,-0.16
0.412,-0.145
0.416,-0.155
0.42,-0.16
0.424,-0.125
0.428,-0.13
0.432,-0.13
0.436,-0.135
0.44,-0.145
0.444,-0.125
0.448,-0.13
0.452,-0.135
0.456,-0.125
0.46,-0.135
0.464,-0.105
0.468,-0.115
0.472,-0.105
0.476,-0.115
0.48,-0.115
0.484,-0.1
0.488,-0.11
0.492,-0.115
0.496,-0.085
0.5,-0.1
0.504,-0.095
0.508,-0.11
0.512,-0.08
0.516,-0.1
0.52,-0.095
0.524,-0.085
0.528,-0.115
0.532,-0.115
0.536,-0.13
0.54,-0.14
0.544,-0.165
0.548,-0.16
0.552,-0.16
0.556,-0.19
0.56,-0.195
0.564,-0.185
0.568,-0.22
0.572,-0.21
0.576,-0.22
0.58,-0.205
0.584,-0.23
0.588,-0.245
0.592,-0.235
0.596,-0.24
0.6,-0.25
0.604,-0.22
0.608,-0.245
0.612,-0.255
0.616,-0.255
0.62,-0.24
0.624,-0.25
0.628,-0.24
0.632,-0.23
0.636,-0.23
0.64,-0.22
0.644,-0.18
0.648,-0.195
0.652,-0.195
0.656,-0.19
0.66,-0.14
0.664,-0.165
0.668,-0.175
0.672,-0.19
0.676,-0.19
0.68,-0.21
0.684,-0.215
0.688,-0.22
0.692,-0.22
0.696,-0.25
0.7,-0.275
0.704,-0.27
0.708,-0.285
0.712,-0.285
0.716,-0.29
0.72,-0.28
0.724,-0.295
0.728,-0.275
0.732,-0.27
0.736,-0.275
0.74,-0.27
0.744,-0.285
0.748,-0.27
0.752,-0.28
0.756,-0.305
0.76,-0.29
0.764,-0.285
0.768,-0.29
0.772,-0.295
0.776,-0.28
0.78,-0.285
0.784,-0.275
0.788,-0.275
0.792,-0.275
0.796,-0.29
0.8,-0.285
0.804,-0.32
0.808,-0.31
0.812,-0.315
0.816,-0.355
0.82,-0.53
0.824,-0.815
0.828,-1.175
0.832,-1.465
0.836,-1.68
0.84,-1.675
0.844,-1.49
0.848,-1.24
0.852,-1.005
0.856,-0.77
0.86,-0.57
0.864,-0.41
0.868,-0.34
0.872,-0.27
0.876,-0.23
0.88,-0.16
0.884,-0.16
0.888,-0.16
0.892,-0.165
0.896,-0.175
0.9,-0.155
0.904,-0.15
0.908,-0.16
0.912,-0.16
0.916,-0.17
0.92,-0.15
0.924,-0.13
0.928,-0.135
0.932,-0.15
0.936,-0.14
0.94,-0.16
0.944,-0.155
0.948,-0.14
0.952,-0.12
0.956,-0.145
0.96,-0.15
0.964,-0.125
0.968,-0.12
0.972,-0.145
0.976,-0.135
0.98,-0.13
0.984,-0.115
0.988,-0.095
0.992,-0.115
0.996,-0.105
1,-0.105
1.004,-0.1
1.008,-0.09
1.012,-0.105
1.016,-0.105
1.02,-0.1
1.024,-0.105
1.028,-0.1
1.032,-0.11
1.036,-0.15
1.04,-0.145
1.044,-0.16
1.048,-0.185
1.052,-0.195
1.056,-0.19
1.06,-0.21
1.064,-0.235
1.068,-0.235
1.072,-0.225
1.076,-0.255
1.08,-0.26
1.084,-0.25
1.088,-0.24
1.092,-0.25
1.096,-0.255
1.1,-0.265
1.104,-0.25
1.108,-0.255
1.112,-0.26
1.116,-0.26
1.12,-0.26
1.124,-0.255
1.128,-0.255
1.132,-0.22
1.136,-0.21
1.14,-0.205
1.144,-0.19
1.148,-0.175
1.152,-0.18
1.156,-0.17
1.16,-0.15
1.164,-0.175
1.168,-0.17
1.172,-0.185
1.176,-0.18
1.18,-0.19
1.184,-0.2
1.188,-0.195
1.192,-0.205
1.196,-0.24
1.2,-0.25
1.204,-0.26
1.208,-0.275
1.212,-0.265
1.216,-0.24
1.22,-0.27
1.224,-0.26
1.228,-0.25
1.232,-0.23
1.236,-0.255
1.24,-0.24
1.244,-0.26
1.248,-0.26
1.252,-0.24
1.256,-0.25
1.26,-0.25
1.264,-0.24
1.268,-0.245
1.272,-0.27
1.276,-0.26
1.28,-0.26
1.284,-0.25
1.288,-0.26
1.292,-0.255
1.296,-0.245
1.3,-0.26
1.304,-0.26
1.308,-0.27
1.312,-0.25
1.316,-0.36
1.32,-0.56
1.324,-0.82
1.328,-1.12
1.332,-1.35
1.336,-1.495
1.34,-1.46
1.344,-1.28
1.348,-1.04
1.352,-0.815
1.356,-0.6
1.36,-0.45
1.364,-0.345
1.368,-0.25
1.372,-0.215
1.376,-0.185
1.38,-0.155
1.384,-0.13
1.388,-0.155
1.392,-0.155
1.396,-0.15
1.4,-0.13
1.404,-0.155
1.408,-0.16
1.412,-0.12
1.416,-0.13
1.42,-0.14
1.424,-0.13
1.428,-0.14
1.432,-0.135
1.436,-0.145
1.44,-0.125
1.444,-0.135
1.448,-0.145
1.452,-0.155
1.456,-0.15
1.46,-0.14
1.464,-0.125
1.468,-0.125
1.472,-0.14
1.476,-0.125
1.48,-0.12
1.484,-0.1
1.488,-0.1
1.492,-0.095
1.496,-0.095
1.5,-0.1
1.504,-0.1
1.508,-0.095
1.512,-0.105
1.516,-0.1
1.52,-0.115
1.524,-0.105
1.528,-0.11
1.532,-0.135
1.536,-0.14
1.54,-0.165
1.544,-0.19
1.548,-0.17
1.552,-0.18
1.556,-0.195
1.56,-0.22
1.564,-0.215
1.568,-0.24
1.572,-0.24
1.576,-0.23
1.58,-0.235
1.584,-0.23
1.588,-0.235
1.592,-0.26
1.596,-0.25
1.6,-0.27
1.604,-0.25
1.608,-0.255
1.612,-0.245
1.616,-0.26
1.62,-0.255
1.624,-0.255
1.628,-0.245
1.632,-0.215
1.636,-0.23
1.64,-0.23
1.644,-0.21
1.648,-0.22
1.652,-0.195
1.656,-0.19
1.66,-0.165
1.664,-0.165
1.668,-0.19
1.672,-0.195
1.676,-0.21
1.68,-0.225
1.684,-0.225
1.688,-0.205
1.692,-0.22
1.696,-0.245
1.7,-0.255
1.704,-0.285
1.708,-0.3
1.712,-0.305
1.716,-0.295
1.72,-0.295
1.724,-0.275
1.728,-0.28
1.732,-0.27
1.736,-0.245
1.74,-0.26
1.744,-0.26
1.748,-0.255
1.752,-0.275
1.756,-0.28
1.76,-0.27
1.764,-0.285
1.768,-0.29
1.772,-0.285
1.776,-0.28
1.78,-0.295
1.784,-0.29
1.788,-0.285
1.792,-0.285
1.796,-0.3
1.8,-0.295
1.804,-0.28
1.808,-0.28
1.812,-0.275
1.816,-0.32
1.82,-0.51
1.824,-0.72
1.828,-0.96
1.832,-1.2
1.836,-1.375
1.84,-1.37
1.844,-1.255
1.848,-1.07
1.852,-0.885
1.856,-0.69
1.86,-0.52
1.864,-0.385
1.868,-0.295
1.872,-0.24
1.876,-0.225
1.88,-0.18
1.884,-0.17
1.888,-0.155
1.892,-0.155
1.896,-0.17
1.9,-0.16
1.904,-0.18
1.908,-0.17
1.912,-0.17
1.916,-0.165
1.92,-0.16
1.924,-0.155
1.928,-0.16
1.932,-0.165
1.936,-0.15
1.94,-0.15
1.944,-0.155
1.948,-0.145
1.952,-0.14
1.956,-0.15
1.96,-0.14
1.964,-0.16
1.968,-0.16
1.972,-0.15
1.976,-0.125
1.98,-0.125
1.984,-0.14
1.988,-0.125
1.992,-0.135
1.996,-0.13
2,-0.12
2.004,-0.11
2.008,-0.1
2.012,-0.105
2.016,-0.115
2.02,-0.125
2.024,-0.11
2.028,-0.14
2.032,-0.115
2.036,-0.155
2.04,-0.16
2.044,-0.18
2.048,-0.17
2.052,-0.205
2.056,-0.195
2.06,-0.22
2.064,-0.215
2.068,-0.22
2.072,-0.22
2.076,-0.235
2.08,-0.22
2.084,-0.23
2.088,-0.24
2.092,-0.245
2.096,-0.235
2.1,-0.23
2.104,-0.235
2.108,-0.23
2.112,-0.245
2.116,-0.235
2.12,-0.23
2.124,-0.225
2.128,-0.21
2.132,-0.22
2.136,-0.215
2.14,-0.2
2.144,-0.215
2.148,-0.185
2.152,-0.17
2.156,-0.16
2.16,-0.14
2.164,-0.14
2.168,-0.17
2.172,-0.195
2.176,-0.18
2.18,-0.155
2.184,-0.18
2.188,-0.2
2.192,-0.205
2.196,-0.195
2.2,-0.23
2.204,-0.275
2.208,-0.275
2.212,-0.28
2.216,-0.275
2.22,-0.25
2.224,-0.24
2.228,-0.265
2.232,-0.26
2.236,-0.245
2.24,-0.26
2.244,-0.245
2.248,-0.25
2.252,-0.26
2.256,-0.26
2.26,-0.26
2.264,-0.255
2.268,-0.265
2.272,-0.26
2.276,-0.26
2.28,-0.25
2.284,-0.25
2.288,-0.275
2.292,-0.285
2.296,-0.27
2.3,-0.275
2.304,-0.265
2.308,-0.255
2.312,-0.255
2.316,-0.335
2.32,-0.475
2.324,-0.68
2.328,-0.88
2.332,-1.12
2.336,-1.245
2.34,-1.25
2.344,-1.155
2.348,-1
2.352,-0.8
2.356,-0.64
2.36,-0.48
2.364,-0.36
2.368,-0.305
2.372,-0.22
2.376,-0.22
2.38,-0.175
2.384,-0.205
2.388,-0.16
2.392,-0.18
2.396,-0.15
2.4,-0.175
2.404,-0.145
2.408,-0.16
2.412,-0.14
2.416,-0.155
2.42,-0.16
2.424,-0.14
2.428,-0.16
2.432,-0.15
2.436,-0.15
2.44,-0.125
2.444,-0.14
2.448,-0.145
2.452,-0.14
2.456,-0.14
2.46,-0.14
2.464,-0.145
2.468,-0.135
2.472,-0.13
2.476,-0.125
2.48,-0.135
2.484,-0.14
2.488,-0.145
2.492,-0.155
2.496,-0.13
2.5,-0.125
2.504,-0.125
2.508,-0.135
2.512,-0.115
2.516,-0.115
2.52,-0.135
2.524,-0.13
2.528,-0.14
2.532,-0.145
2.536,-0.17
2.54,-0.165
2.544,-0.17
2.548,-0.2
2.552,-0.185
2.556,-0.205
2.56,-0.215
2.564,-0.21
2.568,-0.225
2.572,-0.23
2.576,-0.21
2.58,-0.22
2.584,-0.245
2.588,-0.245
2.592,-0.24
2.596,-0.235
2.6,-0.26
2.604,-0.26
2.608,-0.255
2.612,-0.235
2.616,-0.24
2.62,-0.22
2.624,-0.23
2.628,-0.23
2.632,-0.23
2.636,-0.215
2.64,-0.21
2.644,-0.195
2.648,-0.19
2.652,-0.145
2.656,-0.16
2.66,-0.17
2.664,-0.165
2.668,-0.16
2.672,-0.185
2.676,-0.18
2.68,-0.185
2.684,-0.205
2.688,-0.21
2.692,-0.225
2.696,-0.265
2.7,-0.285
2.704,-0.29
2.708,-0.265
2.712,-0.27
2.716,-0.27
2.72,-0.275
2.724,-0.275
2.728,-0.275
2.732,-0.285
2.736,-0.275
2.74,-0.3
2.744,-0.27
2.748,-0.28
2.752,-0.285
2.756,-0.285
2.76,-0.265
2.764,-0.28
2.768,-0.275
2.772,-0.26
2.776,-0.285
2.78,-0.275
2.784,-0.285
2.788,-0.285
2.792,-0.28
2.796,-0.29
2.8,-0.28
2.804,-0.28
2.808,-0.29
2.812,-0.385
2.816,-0.54
2.82,-0.75
2.824,-0.95
2.828,-1.125
2.832,-1.215
2.836,-1.225
2.84,-1.085
2.844,-0.925
2.848,-0.765
2.852,-0.595
2.856,-0.445
2.86,-0.37
2.864,-0.315
2.868,-0.235
2.872,-0.21
2.876,-0.195
2.88,-0.17
2.884,-0.16
2.888,-0.17
2.892,-0.18
2.896,-0.18
2.9,-0.15
2.904,-0.17
2.908,-0.175
2.912,-0.155
2.916,-0.155
2.92,-0.16
2.924,-0.145
2.928,-0.16
2.932,-0.16
2.936,-0.14
2.94,-0.13
2.944,-0.13
2.948,-0.16
2.952,-0.16
2.956,-0.15
2.96,-0.13
2.964,-0.125
2.968,-0.14
2.972,-0.12
2.976,-0.12
2.98,-0.095
2.984,-0.095
2.988,-0.13
2.992,-0.105
2.996,-0.095
3,-0.12
3.004,-0.1
3.008,-0.085
3.012,-0.08
3.016,-0.125
3.02,-0.125
3.024,-0.14
3.028,-0.125
3.032,-0.14
3.036,-0.15
3.04,-0.155
3.044,-0.16
3.048,-0.175
3.052,-0.18
3.056,-0.2
3.06,-0.195
3.064,-0.215
3.068,-0.21
3.072,-0.235
3.076,-0.23
3.08,-0.21
3.084,-0.235
3.088,-0.225
3.092,-0.235
3.096,-0.23
3.1,-0.25
3.104,-0.255
3.108,-0.23
3.112,-0.24
3.116,-0.215
3.12,-0.235
3.124,-0.22
3.128,-0.225
3.132,-0.205
3.136,-0.195
3.14,-0.17
3.144,-0.18
3.148,-0.16
3.152,-0.155
3.156,-0.15
3.16,-0.16
3.164,-0.18
3.168,-0.175
3.172,-0.19
3.176,-0.18
3.18,-0.185
3.184,-0.195
3.188,-0.235
3.192,-0.25
3.196,-0.23
3.2,-0.25
3.204,-0.24
3.208,-0.245
3.212,-0.24
3.216,-0.24
3.22,-0.225
3.224,-0.225
3.228,-0.23
3.232,-0.245
3.236,-0.245
3.24,-0.225
3.244,-0.235
3.248,-0.22
3.252,-0.235
3.256,-0.23
3.26,-0.215
3.264,-0.24
3.268,-0.24
3.272,-0.235
3.276,-0.245
3.28,-0.24
3.284,-0.265
3.288,-0.24
3.292,-0.245
3.296,-0.225
3.3,-0.255
3.304,-0.395
3.308,-0.585
3.312,-0.87
3.316,-1.19
3.32,-1.465
3.324,-1.57
3.328,-1.47
3.332,-1.285
3.336,-1.05
3.34,-0.83
3.344,-0.595
3.348,-0.435
3.352,-0.315
3.356,-0.245
3.36,-0.205
3.364,-0.17
3.368,-0.14
3.372,-0.13
3.376,-0.125
3.38,-0.125
3.384,-0.12
3.388,-0.125
3.392,-0.135
3.396,-0.125
3.4,-0.125
3.404,-0.135
3.408,-0.1
3.412,-0.12
3.416,-0.125
3.42,-0.115
3.424,-0.12
3.428,-0.11
3.432,-0.12
3.436,-0.115
3.44,-0.125
3.444,-0.1
3.448,-0.12
3.452,-0.11
3.456,-0.11
3.46,-0.115
3.464,-0.085
3.468,-0.08
3.472,-0.085
3.476,-0.075
3.48,-0.09
3.484,-0.09
3.488,-0.09
3.492,-0.11
3.496,-0.07
3.5,-0.075
3.504,-0.09
3.508,-0.09
3.512,-0.1
3.516,-0.105
3.52,-0.105
3.524,-0.13
3.528,-0.14
3.532,-0.16
3.536,-0.17
3.54,-0.16
3.544,-0.205
3.548,-0.21
3.552,-0.225
3.556,-0.235
3.56,-0.22
3.564,-0.225
3.568,-0.235
3.572,-0.235
3.576,-0.235
3.58,-0.245
3.584,-0.26
3.588,-0.24
3.592,-0.26
3.596,-0.25
3.6,-0.245
3.604,-0.255
3.608,-0.23
3.612,-0.25
3.616,-0.245
3.62,-0.22
3.624,-0.195
3.628,-0.205
3.632,-0.21
3.636,-0.195
3.64,-0.18
3.644,-0.17
3.648,-0.165
3.652,-0.185
3.656,-0.185
3.66,-0.185
3.664,-0.2
3.668,-0.2
3.672,-0.195
3.676,-0.21
3.68,-0.22
3.684,-0.24
3.688,-0.28
3.692,-0.285
3.696,-0.3
3.7,-0.305
3.704,-0.28
3.708,-0.27
3.712,-0.275
3.716,-0.3
3.72,-0.27
3.724,-0.3
3.728,-0.275
3.732,-0.27
3.736,-0.29
3.74,-0.29
3.744,-0.29
3.748,-0.275
3.752,-0.29
3.756,-0.31
3.76,-0.29
3.764,-0.29
3.768,-0.315
3.772,-0.3
3.776,-0.295
3.78,-0.305
3.784,-0.29
3.788,-0.29
3.792,-0.29
3.796,-0.305
3.8,-0.32
3.804,-0.44
3.808,-0.64
3.812,-0.895
3.816,-1.16
3.82,-1.39
3.824,-1.44
3.828,-1.375
3.832,-1.2
3.836,-0.99
3.84,-0.785
3.844,-0.57
3.848,-0.46
3.852,-0.36
3.856,-0.28
3.86,-0.225
3.864,-0.205
3.868,-0.2
3.872,-0.19
3.876,-0.18
3.88,-0.19
3.884,-0.17
3.888,-0.17
3.892,-0.19
3.896,-0.175
3.9,-0.17
3.904,-0.18
3.908,-0.175
3.912,-0.17
3.916,-0.175
3.92,-0.19
3.924,-0.17
3.928,-0.16
3.932,-0.185
3.936,-0.16
3.94,-0.16
3.944,-0.155
3.948,-0.155
3.952,-0.14
3.956,-0.19
3.96,-0.17
3.964,-0.15
3.968,-0.14
3.972,-0.155
3.976,-0.155
3.98,-0.15
3.984,-0.135
3.988,-0.14
3.992,-0.13
3.996,-0.135
